id;ncm;cest;segmento;item;descricao;mva;aliquota;fundamentacao
160;2208.90.00;02.007.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;7;Cooler;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
161;2208.50.00;02.008.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;8;Gim (gin) e genebra;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
162;2205;02.009.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;9;Jurubeba e similares;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
163;2206.00.90;02.009.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;9;Jurubeba e similares;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
164;2208.90.00;02.009.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;9;Jurubeba e similares;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
165;2208.70.00;02.010.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;10;Licores e similares;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
166;2208.20.00;02.011.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;11;Pisco;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
167;2208.40.00;02.012.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;12;Rum;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
168;2206.00.90;02.013.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;13;Saque;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
169;2208.90.00;02.014.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;14;Steinhaeger;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
170;2208.90.00;02.015.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;15;Tequila;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
171;2208.3;02.016.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;16;Uísque;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
172;2205;02.017.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;17;Vermute e similares;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
173;2208.60.00;02.018.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;18;Vodka;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
174;2208.90.00;02.019.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;19;Derivados de vodka;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
175;2208.90.00;02.020.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;20;Arak;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
176;2208.20.00;02.021.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;21;Aguardente vínica / grappa;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
177;2206.00.10;02.022.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;22;Sidra e similares;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
178;2205;02.023.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;23;Sangrias e coquetéis;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
179;2206.00.90;02.023.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;23;Sangrias e coquetéis;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
180;2208.90.00;02.023.00;BEBIDAS ALCOÓLICAS, EXCETO CERVEJA E CHOPE;23;Sangrias e coquetéis;67,13;18;Anexo X da Portaria CAT nº 68/2019 c/c  Portaria CAT nº 051/2022
188;2201.10.00;03.003.00;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS;3;Água mineral, gasosa ou não, ou potável, naturais, em embalagem de vidro, não retornável, com capacidade de até 300 ml;140;18;Anexo III da Portaria CAT nº 68/2019 c/c Anexo I da Portaria CAT n° 051/2022
190;2201.10.00;03.005.00;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS;5;Água mineral, gasosa ou não, ou potável, naturais, em copos plásticos e embalagem plástica com capacidade de até 500 ml;58;18;Anexo III da Portaria CAT nº 68/2019 c/c Anexo I da Portaria CAT n° 051/2022
191;2201.10.00;03.006.00;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS;6;Outras águas minerais, potáveis ou naturais, gasosas ou não, inclusive gaseificadas;40;18;Anexo III da Portaria CAT nº 68/2019 c/c Anexo I da Portaria CAT n° 051/2022
195;2202;03.010.00;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS;10;Refrigerante em garrafa com capacidade igual ou superior a 600 ml;66;18;Anexo III da Portaria CAT nº 68/2019 c/c Anexo I da Portaria CAT n° 051/2022
196;2202;03.011.00;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS;11;Demais refrigerantes;66;18;Anexo III da Portaria CAT nº 68/2019 c/c Anexo I da Portaria CAT n° 051/2022
197;2106.90.10;03.012.00;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS;12;Xarope ou extrato concentrado destinados ao preparo de refrigerante em máquina “pré-mix”ou “post-mix”;140;18;Anexo III da Portaria CAT nº 68/2019 c/c Anexo I da Portaria CAT n° 051/2022
200;2106.90.90;03.015.00;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS;15;Bebidas hidroeletrolíticas (isotônicas) em embalagem com capacidade inferior a 600ml;66;18;Anexo III da Portaria CAT nº 68/2019 c/c Anexo I da Portaria CAT n° 051/2022
207;2203.00.00;03.021.00;CERVEJAS, CHOPES, REFRIGERANTES, ÁGUAS E OUTRAS BEBIDAS;21;Cerveja;140;18;Anexo III da Portaria CAT nº 68/2019 c/c Anexo I da Portaria CAT n° 051/2022
210;2402;04.001.00;CIGARROS E OUTROS PRODUTOS DERIVADOS DO FUMO;1;Charutos, cigarrilhas e cigarros, de tabaco ou dos seus sucedâneos;50;18;Anexo I da Portaria CAT nº 68/2019 c/c Portaria CAT nº 70/2019
211;2403.1;04.002.00;CIGARROS E OUTROS PRODUTOS DERIVADOS DO FUMO;2;Tabaco para fumar, mesmo contendo sucedâneos de tabaco em qualquer proporção;50;18;Anexo I da Portaria CAT nº 68/2019 c/c Portaria CAT nº 70/2019
212;2523;05.001.00;CIMENTOS;1;Cimento;29,43;18;Item 1 do Anexo II da Portaria CAT nº 68/2019 c/c Portaria CAT nº 05/2020.
213;2207.1;06.001.00;COMBUSTÍVEIS E LUBRIFICANTES;1;Álcool etílico não desnaturado, com um teor alcoólico em volume igual ou superior a 80% vol (álcool etílico anidro combustível e álcool etílico hidratado combustível);168,74;18;ATO COTEPE ICMS/MVA Nº 061/2019
214;2710.12.59;06.002.00;COMBUSTÍVEIS E LUBRIFICANTES;2;Gasolinas, exceto de aviação;168,74;18;ATO COTEPE ICMS/MVA Nº 061/2019
217;2710.19.11;06.005.00;COMBUSTÍVEIS E LUBRIFICANTES;5;Querosene de aviação;40,76;18;ATO COTEPE Nº 061/2019
218;2710.19.2;06.006.00;COMBUSTÍVEIS E LUBRIFICANTES;6;Óleos combustíveis;107,95;18;ATO COTEPE/ICMS  Nº 061/2019
219;2710.19.3;06.007.00;COMBUSTÍVEIS E LUBRIFICANTES;7;Óleos lubrificantes;61,31;18;ATO COTEPE ICMS/MVA Nº 061/2019
223;2711.19.10;06.011.00;COMBUSTÍVEIS E LUBRIFICANTES;11;Gás Liquefeito de Petróleo (GLP);138,55;18;ATO COTEPE Nº 061/2019
231;2716.00.00;07.001.00;ENERGIA ELÉTRICA;1;Energia elétrica;0;18;ARTIGO 425 DO RICMS-SP
232;4016.99.90;08.001.00;FERRAMENTAS;1;Ferramentas de borracha vulcanizada não endurecida;83;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
233;4417.00.10 4417.00.90;08.002.00;FERRAMENTAS;2;Ferramentas, armações e cabos de ferramentas, de madeira;72;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
234;6804;08.003.00;FERRAMENTAS;3;"Mós e artefatos semelhantes, sem armação, para moer, desfibrar, triturar, amolar, polir, retificar ou cortar; pedras para amolar ou para polir, manualmente, e suas partes, de pedras naturais, de abrasivos naturais ou artificiais aglomerados ou de cerâmica, mesmo com partes de outras matérias";53;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
235;8201;08.004.00;FERRAMENTAS;4;"Pás, alviões, picaretas, enxadas, sachos, forcados e forquilhas, ancinhos e raspadeiras; machados, podões e ferramentas semelhantes com gume; tesouras de podar de todos os tipos; foices e foicinhas, facas para feno ou para palha, tesouras para sebes, cunhas e outras ferramentas manuais para agricultura, horticultura ou silvicultura";42;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
238;8202;08.007.00;FERRAMENTAS;7;Serras manuais e outras folhas de serras (incluídas as fresas-serras e as folhas não dentadas para serrar), exceto as classificadas nas posições 8202.20.00 e 8202.91.00;52;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
239;8203;08.008.00;FERRAMENTAS;8;Limas, grosas, alicates (mesmo cortantes), tenazes, pinças, cisalhas para metais, corta-tubos, corta-pinos, saca-bocados e ferramentas semelhantes, manuais, exceto as pinças para sobrancelhas classificadas na posição 8203.20.90;55;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
240;8204;08.009.00;FERRAMENTAS;9;"Chaves de porcas, manuais (incluídas as chaves dinamométricas); chaves de caixa intercambiáveis, mesmo com cabos";51;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
241;8205;08.010.00;FERRAMENTAS;10;"Ferramentas manuais (incluídos os diamantes de vidraceiro) não especificadas nem compreendidas em outras posições, lamparinas ou lâmpadas de soldar (maçaricos) e semelhantes; tornos de apertar, sargentos e semelhantes, exceto os acessórios ou partes de máquinas-ferramentas; bigornas; forjas-portáteis; mós com armação, manuais ou de pedal";61;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
242;8206;08.011.00;FERRAMENTAS;11;Ferramentas de pelo menos duas das posições 8202 a 8205, acondicionadas em sortidos para venda a retalho;48;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
246;8207;08.013.00;FERRAMENTAS;13;Outras ferramentas intercambiáveis para ferramentas manuais, mesmo mecânicas, ou para máquinas-ferramentas (por exemplo, de embutir, estampar, puncionar, furar, tornear, aparafusar), incluídas as fieiras de estiragem ou de extrusão, para metais, e as ferramentas de perfuração ou de sondagem, exceto forma ou gabarito de produtos em epoxy, exceto as classificadas nas posições 8207.40, 8207.60 e 8207.70;62;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
247;8208;08.014.00;FERRAMENTAS;14;Facas e lâminas cortantes, para máquinas ou para aparelhos mecânicos;55;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
249;8209;08.016.00;FERRAMENTAS;16;Outras plaquetas, varetas, pontas e objetos semelhantes para ferramentas, não montados, de ceramais (“cermets”), exceto as classificadas na posição 8209.00.11;103;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
250;8211;08.017.00;FERRAMENTAS;17;Facas (exceto as da posição 8208) de lâmina cortante ou serrilhada, incluídas as podadeiras de lâmina móvel, e suas lâminas, exceto as de uso doméstico;51;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
251;8213;08.018.00;FERRAMENTAS;18;Tesouras e suas lâminas;53;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
252;8467;08.019.00;FERRAMENTAS;19;Ferramentas pneumáticas, hidráulicas ou com motor (elétrico ou não elétrico) incorporado, de uso manual;49;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
253;9015;08.020.00;FERRAMENTAS;20;"Instrumentos e aparelhos de geodésia, topografia, agrimensura, nivelamento, fotogrametria, hidrografia, oceanografia, hidrologia, meteorologia ou de geofísica, exceto bussolas; telêmetros";67;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
254;9015;08.020.00;FERRAMENTAS;20;"Instrumentos e aparelhos de geodésia, topografia, agrimensura, nivelamento, fotogrametria, hidrografia, oceanografia, hidrologia, meteorologia ou de geofísica, exceto bussolas; telêmetros";67;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
255;9017.20.00;08.021.00;FERRAMENTAS;21;"Instrumentos de desenho, de traçado ou de cálculo; metros, micrômetros, paquímetros, calibres e semelhantes; partes e acessórios";63;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
256;9017.3;08.021.00;FERRAMENTAS;21;"Instrumentos de desenho, de traçado ou de cálculo; metros, micrômetros, paquímetros, calibres e semelhantes; partes e acessórios";63;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
257;9017.8;08.021.00;FERRAMENTAS;21;"Instrumentos de desenho, de traçado ou de cálculo; metros, micrômetros, paquímetros, calibres e semelhantes; partes e acessórios";63;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
258;9017.90.90;08.021.00;FERRAMENTAS;21;"Instrumentos de desenho, de traçado ou de cálculo; metros, micrômetros, paquímetros, calibres e semelhantes; partes e acessórios";63;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
260;9025.90.10;08.022.00;FERRAMENTAS;22;Termômetros, suas partes e acessórios;75;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
261;9025.19;08.023.00;FERRAMENTAS;23;Pirômetros, suas partes e acessórios;69;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
262;9025.90.90;08.023.00;FERRAMENTAS;23;Pirômetros, suas partes e acessórios;69;18;Anexo XVIII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 46/2020, Portaria SRE n° 064/2022
263;8539;09.001.00;LÂMPADAS, REATORES E “STARTER”;1;Lâmpadas elétricas;82;18;PORTARIA CAT N° 095/2021
264;8540;09.002.00;LÂMPADAS, REATORES E “STARTER”;2;Lâmpadas eletrônicas;102;18;ART. 313-S DO RICMS/SP E PORTARIA CAT Nº 14/2019 ALTERADA PELA PORTARIA CAT N° 095/2021
265;8504.10.00;09.003.00;LÂMPADAS, REATORES E “STARTER”;3;Reatores para lâmpadas ou tubos de descargas;31;18;ART. 313-S DO RICMS/SP E PORTARIA CAT Nº 14/2019 ALTERADO PELA PORTARIA CAT N° 095/2021
266;8536.5;09.004.00;LÂMPADAS, REATORES E “STARTER”;4;“Starter”;102;18;ART. 313-S DO RICMS/SP E PORTARIA CAT Nº 14/2019 ALTERADA PELA PORTARIA CAT N° 095/2021
268;2522;10.001.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;1;Cal;66;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
269;3816.00.1;10.002.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;2;Argamassas;75;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
270;3824.50.00;10.002.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;2;Argamassas;75;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
271;3214.90.00;10.003.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;3;Outras argamassas;75;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
272;3910;10.004.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;4;Silicones em formas primárias, para uso na construção;100;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
273;3916;10.005.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;5;"Revestimentos de PVC e outros plásticos; forro, sancas e afins de PVC, para uso na construção";65;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
274;3917;10.006.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;6;Tubos, e seus acessórios (por exemplo, juntas, cotovelos, flanges, uniões), de plásticos, para uso na construção;95;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
275;3918;10.007.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;7;Revestimento de pavimento de PVC e outros plásticos;83;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
276;3919;10.008.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;8;Chapas, folhas, tiras, fitas, películas e outras formas planas, auto-adesivas, de plásticos, mesmo em rolos, para uso na construção;93;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
277;3919;10.009.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;9;Veda rosca, lona plástica para uso na construção, fitas isolantes e afins;91;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
278;3920;10.009.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;9;Veda rosca, lona plástica para uso na construção, fitas isolantes e afins;91;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
279;3921;10.009.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;9;Veda rosca, lona plástica para uso na construção, fitas isolantes e afins;91;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
280;3921;10.010.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;10;Telha de plástico, mesmo reforçada com fibra de vidro;128;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
281;3921;10.011.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;11;Cumeeira de plástico, mesmo reforçada com fibra de vidro;128;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
282;3921;10.012.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;12;Chapas, laminados plásticos em bobina, para uso na construção, exceto os descritos nos itens 10.0 e 11.0;136;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
283;3922;10.013.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;13;Banheiras, boxes para chuveiros, pias, lavatórios, bidês, sanitários e seus assentos e tampas, caixas de descarga e artigos semelhantes para usos sanitários ou higiênicos, de plásticos;82;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
284;3924;10.014.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;14;Artefatos de higiene/toucador de plástico, para uso na construção;128;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
285;3925.10.00;10.015.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;15;Caixa d’água, inclusive sua tampa, de plástico, mesmo reforçadas com fibra de vidro;62;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
286;3925.9;10.016.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;16;Outras telhas, cumeeira e caixa d’água, inclusive sua tampa, de plástico, mesmo reforçadas com fibra de vidro;61;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
289;3925.20.00;10.018.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;18;Portas, janelas e seus caixilhos, alizares e soleiras;72;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
291;3926.9;10.020.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;20;Outras obras de plástico, para uso na construção;86;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
292;4814;10.021.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;21;"Papel de parede e revestimentos de parede semelhantes; papel para vitrais";128;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
293;6810.19.00;10.022.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;22;Telhas de concreto;67;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
295;6811;10.024.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;24;Caixas d’água, tanques e reservatórios e suas tampas, telhas, calhas, cumeeiras e afins, de fibrocimento, cimento-celulose ou semelhantes, contendo ou não amianto, exceto os descritos no item 23.0;69;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
296;6901.00.00;10.025.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;25;Tijolos, placas (lajes), ladrilhos e outras peças cerâmicas de farinhas siliciosas fósseis (“kieselghur”, tripolita, diatomita, por exemplo) ou de terras siliciosas semelhantes;128;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
297;6902;10.026.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;26;Tijolos, placas (lajes), ladrilhos e peças cerâmicas semelhantes, para uso na construção, refratários, que não sejam de farinhas siliciosas fósseis nem de terras siliciosas semelhantes;128;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
298;6904;10.027.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;27;Tijolos para construção, tijoleiras, tapa-vigas e produtos semelhantes, de cerâmica;67;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
299;6905;10.028.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;28;Telhas, elementos de chaminés, condutores de fumaça, ornamentos arquitetônicos, de cerâmica, e outros produtos cerâmicos para uso na construção;77;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
300;6906.00.00;10.029.00;MATERIAIS DE CONSTRUÇÃO E CONGÊNERES;29;Tubos, calhas ou algerozes e acessórios para canalizações, de cerâmica;128;18;Anexo XVII da Portaria CAT nº 68/2019 c/c Portaria CAT nº 55/2021, alterada pela Portaria SRE n° 065/2022
